id,companyName,companyUrl,jobTitle,dateRange,location,description,logoUrl,label
46454826_1,ENSEIRB-MATMECA,https://www.linkedin.com/company/enseirb-matmeca/,Enseignant,sept. 2016 – Aujourd’hui,Talence,NoSQL et persistance des données,https://media-exp1.licdn.com/dms/image/C560BAQEqdGstV_g0jw/company-logo_100_100/0/1519861267448?e=1645056000&v=beta&t=DBRvayE-L9vtz-QwpEqulTjv57cSc4YqecWac0rbfJI,2.0
46454826_2,AT Internet,https://www.linkedin.com/company/at-internet/,Architecte technique,sept. 2011 – avr. 2015,Merignac,,https://media-exp1.licdn.com/dms/image/C560BAQEs-cFBVEivqw/company-logo_100_100/0/1615391591456?e=1645056000&v=beta&t=wLmVFHK_tmtz8_a038DTaJZGOWrfwQcco9cKFgppsZQ,1.0
46454826_3,Cdiscount,https://www.linkedin.com/company/cdiscount/,Ingénieur d'application,avr. 2010 – août 2011,"Région de Bordeaux, France",,https://media-exp1.licdn.com/dms/image/C4D0BAQFymNun7rCGSA/company-logo_100_100/0/1607675597770?e=1645056000&v=beta&t=Zd1aYHv5eQpWVg3MBSQyT0t3ZT_-tvKyqx1CGCXr3qI,1.0
46454826_4,Antsys,https://www.linkedin.com/company/actulogbordeaux/,Directeur technique,sept. 2007 – mai 2010,,,https://media-exp1.licdn.com/dms/image/C560BAQGbxJnkKio6bQ/company-logo_100_100/0/1576482820999?e=1645056000&v=beta&t=41Oi1J6lTYbkSSSk87fZ5D4yUBx1vXkzoIGrmnSWW8w,2.0
46454826_5,Medicares,,Developpeur,2006 – 2007,,,,
536485204_0,Evollis,https://www.linkedin.com/company/evollis/,Assistant commercial,sept. 2020 – Aujourd’hui,"Bordeaux, Nouvelle-Aquitaine, France",Je fête mes 1 an d'alternance à Evollis en tant qu'assistant commercial pour apprendre et me développer au sein d'une entreprise.,https://media-exp1.licdn.com/dms/image/C560BAQHt7Gi6-jAfwA/company-logo_100_100/0/1581502856981?e=1645056000&v=beta&t=In2lmUlB8a6bMzs1hmfQMVC5YigN9Nz0x3rcbU6mcvM,
536485204_1,Tapas Revolution,https://www.linkedin.com/company/tapas-revolution/,Serveur,oct. 2019 – mars 2020,"Windsor, England","Année de césure en Angleterre pour apprendre l'anglais, je travaille dans un restaurant pour être en contact avec l'anglais chaque jour.",https://media-exp1.licdn.com/dms/image/C4E0BAQERb0I43Vz9-A/company-logo_100_100/0/1613337973256?e=1645056000&v=beta&t=-PRd_jL6BG0HCT-CsWWvWWLAP3UmfLyfR9q1G5eky2E,
536485204_2,French Tech Bordeaux,https://www.linkedin.com/company/french-tech-bordeaux/,Data Manager,sept. 2018 – juil. 2019,Bordeaux,Aide au Développement de la French Tech Bordeaux,https://media-exp1.licdn.com/dms/image/C4E0BAQF_MuKO1nHorA/company-logo_100_100/0/1554993632624?e=1645056000&v=beta&t=eT8qy7M5hRBVyL0-J2LqI9eGP3d-ShI5oIfp5RZrSPE,1.0
536485204_3,ECV Digital,https://www.linkedin.com/company/ecv-digital/,Diplômé Concepteur de projets en design et arts graphiques option design numérique,sept. 2016 – juil. 2019,"Région de Bordeaux, France","J'ai effectué mon bachelor à l'ECV Digital, école du numérique qui m'a permis de m'ouvrir et d'apprendre sur les métiers du digital.",https://media-exp1.licdn.com/dms/image/C4D0BAQHfyTrFjNuvBw/company-logo_100_100/0/1573565474931?e=1645056000&v=beta&t=XQjOpgeBdA9OE5spN70URoj_BN5M_dDllm8-miz0gyw,0.0
536485204_4,Chambre d'Agriculture de la Gironde,https://www.linkedin.com/company/chambre-d'agriculture-de-la-gironde/,Chargé de communication,mars 2018 – août 2018,Bordeaux,Gestion de la communication autour du concours des vins de Bordeaux.,,
536485204_5,cdB Limited,,Gestion des données,mai 2017 – juil. 2017,Hong Kong,"Stagiaire chez cdB Limited dans le cadre de ma première année à l'ECV Digital. J'aide au sein de l'entreprise au développement d'une nouvelle plateforme de vente sur internet, je fais de la relation client, du design et de la gestion des réseaux sociaux.

http://theamazingtouch.com/index.php",,
689602171_0,AMBITION PATRIMOINE,https://www.linkedin.com/company/ambition-patrimoine/,Analyste de portefeuilles,avr. 2020 – sept. 2020,"Bordeaux, Nouvelle-Aquitaine, France",KPI / Benchmarks / Portefeuille d'Assurance Vie / Arbitrages / Crise du Covid,,
689602171_1,University of Science and Technology of Hanoi,https://www.linkedin.com/company/university-of-science-and-technology-of-hanoi/,Data Engineer,mai 2019 – sept. 2019,"Hanoï, Hanoï, Viêt Nam",Search Engine for pubmed entries linked to gene and protein name with python,https://media-exp1.licdn.com/dms/image/C4D0BAQEHv-v0U-iaIA/company-logo_100_100/0/1519921984308?e=1645056000&v=beta&t=uCxcsyAPjc_aE0jtPWvImTTpiyVcj55g1E-qN-Wfdhw,
689602171_2,Université de Bordeaux,https://www.linkedin.com/company/universite-de-bordeaux/,Stagiaire en recherche et développement,juil. 2017 – août 2017,,Deep Learning / Image Recognition / Convolutional Neural Network,https://media-exp1.licdn.com/dms/image/C560BAQEnFjDjdPbo0A/company-logo_100_100/0/1634723412893?e=1645056000&v=beta&t=bowSPhWH2QXaKRPYUO3G4cLl7HAWuDBQl0Ae7WVRZEY,4.0
689602171_3,Inria,https://www.linkedin.com/company/inria/,Stagiaire en recherche et développement,juin 2016 – août 2016,Bordeaux,Scilab / Equations de Burgers / Résolution des Fluides Incompressibles.,https://media-exp1.licdn.com/dms/image/C560BAQErLWV8QlRjXg/company-logo_100_100/0/1530174436379?e=1645056000&v=beta&t=g2kCEf-54xP7G8g66iv7old0MpT4zBlLx68THUvMEyg,1.0
80878978_0,Inria,https://www.linkedin.com/company/inria/,Artificial Intelligence Engineer,avr. 2021 – Aujourd’hui,"Talence, Nouvelle-Aquitaine, France","* Clinical monitoring tools development,
* Deep Learning & Machine Learning,
* Image Processing & Computer Vision.",https://media-exp1.licdn.com/dms/image/C560BAQErLWV8QlRjXg/company-logo_100_100/0/1530174436379?e=1645056000&v=beta&t=g2kCEf-54xP7G8g66iv7old0MpT4zBlLx68THUvMEyg,4.0
80878978_1,Bayer CropScience Vegetable Seeds,https://www.linkedin.com/company/bayer-cropscience-vegetable-seeds/,Market Data Analyst,oct. 2020 – déc. 2020,"Peyrehorade, Nouvelle-Aquitaine, France","* Data Visualization (TIBCO Spotfire),
* Seeds production data analysis,
* Statistics & Machine Learning.",https://media-exp1.licdn.com/dms/image/C4D0BAQGxjjVfKIpHDQ/company-logo_100_100/0/1603704548715?e=1645056000&v=beta&t=vlR0k6_dcRNU0P4sMSf537MLrscO9rAoo6olb3e91jE,3.0
80878978_2,Airbus,https://www.linkedin.com/company/airbusgroup/,Data Scientist,mars 2020 – août 2020,"Toulouse Area, France","* Aircraft Simulation Models Research
* Data Management & Analysis
* Machine Learning",https://media-exp1.licdn.com/dms/image/C4D0BAQF2j_LDG_TOzg/company-logo_100_100/0/1529051939639?e=1645056000&v=beta&t=sEujO15RxgiMEcwlF2IeFBix4Zd2hd1aWaMnbhgeJgU,4.0
80878978_3,Girls in Tech Armenia,https://www.linkedin.com/company/girls-in-tech-armenia/,Board Member & Project Manager,mars 2018 – févr. 2019,"Yerevan, Armenia","* Coordinating Codathon project
* Creating & Developing partnerships
* Research & Data Collection",https://media-exp1.licdn.com/dms/image/C4D0BAQFFuGsss9DklQ/company-logo_100_100/0/1594940596129?e=1645056000&v=beta&t=KSlIcqHIYd_pRZnimvXX2Sxx1bjkySjh0CR_FfRD2dc,0.0
80878978_4,Iguan Systems LLC,https://www.linkedin.com/company/iguan-systems/,Content Writer  & Social Media Specialist,mars 2016 – févr. 2018,"Yerevan, Armenia","*	Customer & technical support (LiveChat, Email, etc.)
*	Making product’s video tutorials, product testing
*	English content writing (Blog, Quora, Reddit, etc)
*	Email & Social Media marketing, interviews with US candidates",https://media-exp1.licdn.com/dms/image/C4D0BAQHzEYd4jGjzRg/company-logo_100_100/0/1610824829717?e=1645056000&v=beta&t=gLl7S1BzUXRSKE0leG0z3-0QZ5IEQDZ1HdyAvjz5R8E,
80878978_5,VU medisch centrum,https://www.linkedin.com/company/amsterdamumc/,Research Scientist,nov. 2012 – oct. 2015,"Amsterdam Area, Netherlands","*	Planning and performing research projects
*	Academic Teaching
*	Attending Conferences
*	Writing and publishing academic articles",https://media-exp1.licdn.com/dms/image/C4E0BAQHBs6rXsQYqGQ/company-logo_100_100/0/1528382070277?e=1645056000&v=beta&t=itZ1N83zL36H71ovkwhx1MN59jbz-lIjF-Id5iJz1is,
80878978_6,University Hospital Essen,https://www.linkedin.com/company/university-hospital-essen/,Junior Research Scientist,sept. 2011 – août 2012,"Essen Area, Germany","* Planning and performing research project
* Attending Conferences
* Writing and publishing academic articles",,
698750054_0,TELESPAZIO FRANCE,https://www.linkedin.com/company/telespazio-france/,Machine Learning Intern,juil. 2020 – sept. 2020,"Bordeaux, Nouvelle-Aquitaine, France","Worked as a part of the Geoadventice team at Telespazio France that specializes in Datura (a toxic weed) detection using drone imaging and machine learning.  
- Developed the data pipeline to transform raw data into usable format to train the models.
- Trained and benchmarked different object detection architectures (Yolov5, Faster-RCNN).
- Finetuned the hyperparameters using evolving algorithms.
- Improved the performance of the detection models using boosting-like techniques.
Used Python and Pytorch.",https://media-exp1.licdn.com/dms/image/C4D0BAQEbhFpNB7udfw/company-logo_100_100/0/1600066148924?e=1645056000&v=beta&t=Aeth6V9Yn0daFsvz1iE4HODZ7n68MuTjTwWZNqsGDYI,4.0
698750054_1,Vegetal Signals,https://www.linkedin.com/company/vegetal-signals/,Software Engineer Intern,juin 2019 – juil. 2019,"Bordeaux, Nouvelle-Aquitaine, France","Vegetal Signals is a startup specialised in agritech and connected agricutlture.  During my internship, my missions were mainly:
- Contributing to the developement of a real-time data processing and visualisation pipeline.
- Developing a web-plateforme for hosting data-analysis tools and cloud computing.
Used HTML, CSS, R and R-shiny.",https://media-exp1.licdn.com/dms/image/C4D0BAQEG-43kdt-d7g/company-logo_100_100/0/1554707376792?e=1645056000&v=beta&t=oT9sSo_utktH3IHGAtHlBasA_StTjgSZwQZhJzIeNz8,
693192765_0,Sycomore,,Directeur de projets Intelligence Artificielle,mai 2016 – Aujourd’hui,,,,3.0
693192765_1,Sycomore,,Directeur de Projets informatiques,mars 2014 – mai 2016,"Région de Bordeaux, France",,,2.0
693192765_2,Sycomore,,Ingénieur Systèmes Linux,juil. 2007 – févr. 2014,"Région de Bordeaux, France",,,2.0
693192765_3,La Poste,,Ingénieur système,avr. 2003 – mai 2007,"Région de Rouen, France",,,2.0
369461928_0,Cdiscount,https://www.linkedin.com/company/cdiscount/,Data Scientist,oct. 2020 – Aujourd’hui,"Bordeaux, Nouvelle-Aquitaine, France",,https://media-exp1.licdn.com/dms/image/C4D0BAQFymNun7rCGSA/company-logo_100_100/0/1607675597770?e=1645056000&v=beta&t=Zd1aYHv5eQpWVg3MBSQyT0t3ZT_-tvKyqx1CGCXr3qI,3.0
369461928_1,Atos,https://www.linkedin.com/company/atos/,Data Scientist,juil. 2020 – sept. 2020,"Toulouse, Occitanie, France",Réseaux de neurones pour la détection de défauts industriels.,https://media-exp1.licdn.com/dms/image/C4D0BAQGCGhGlhcA9kw/company-logo_100_100/0/1625727125864?e=1645056000&v=beta&t=11XxZarYfJMAQ1woDZEzz-R7huA_7FBtq_WUB8VKh_E,4.0
369461928_2,Atos,https://www.linkedin.com/company/atos/,Doctorant CIFRE,nov. 2016 – juil. 2020,"Toulouse, Occitanie, France","*** Réseaux de neurones pour l'appariement et l'apprentissage de représentations d'objets géotextuels.
- Modèles neuronaux pour l'appariement de tweets et de Points d'Intérêts
- Représentations d'objets géotextuels via des embeddings géosensibles

Technologies : Python, Keras, MongoDB, Gensim, NLTK

*** Enseignement : Programmation Python (L1), Projet Python - Jeu de plateau (L1), Bases de données Oracle (L2, M1)",https://media-exp1.licdn.com/dms/image/C4D0BAQGCGhGlhcA9kw/company-logo_100_100/0/1625727125864?e=1645056000&v=beta&t=11XxZarYfJMAQ1woDZEzz-R7huA_7FBtq_WUB8VKh_E,4.0
369461928_3,Atos,https://www.linkedin.com/company/atos/,Stage M2 - Data Scientist,mars 2016 – oct. 2016,"Toulouse, Occitanie, France","Développement d'un prototype pour la reconnaissance et l'enrichissement d'entités nommées.
- Mise en place d'un index géographique sur ElasticSearch.
- Reconnaissance d'entités géographiques citées dans un document (NLTK Python, Stanford NLP).
- Recherche de contenus connexes et visualisation des résultats (GeoServer, Geoscience Datacube).
  

      
        
          voir moins",https://media-exp1.licdn.com/dms/image/C4D0BAQGCGhGlhcA9kw/company-logo_100_100/0/1625727125864?e=1645056000&v=beta&t=11XxZarYfJMAQ1woDZEzz-R7huA_7FBtq_WUB8VKh_E,2.0
369461928_4,AES Technology,https://www.linkedin.com/company/aes-technology/,Stage M1 - Data Analyst,avr. 2015 – août 2015,"Région de Toulouse, France","Recherche d’information sémantique au sein d’un graphe de connaissance : conception d'un moteur de recherche intégrant des techniques d'analyse sémantique.
- Plugin Logstash pour l'indexation de documents.
- Plugin Elasticsearch pour la recherche.
- Extraction de concepts Wikidata.
- Tableau de bord sous Kibana.",,
369461928_5,IRIT (Institut de Recherche en Informatique de Toulouse),https://www.linkedin.com/company/irit/,Stage L3 - Data Analyst,avr. 2014 – déc. 2014,"Région de Toulouse, France","Analyse des réseaux sociaux, sur la recherche d’informations sociales et collaboratives.
- Utilisation de l'API Twitter et de la librairie Twitter4J
- Traitement de Big Data avec le Framework Hadoop
- Analyse et visualisation de graphes avec Gephi
- Machine Learning
- Création de cartes interactives avec l'API Google Map",https://media-exp1.licdn.com/dms/image/C4E0BAQHj_s32n0OnJQ/company-logo_100_100/0/1519856791050?e=1645056000&v=beta&t=5-pRUruur62lwr5kAJ7LCyTFmIf1qH2ebjoBDeEUGo8,2.0
369461928_6,Caisse Primaire Assurance Maladie,https://www.linkedin.com/company/assurance-maladie/,Stage L2 - Développeur,avr. 2013 – juin 2013,"Région de Niort, France","Conception d'un outil de suivi dans le cadre de la lutte contre la fraude à la Sécurité Sociale.
- Tableau de bord développé sous Microsoft Access 2010 (VBA)",https://media-exp1.licdn.com/dms/image/C4E0BAQGzB6bAJO07kA/company-logo_100_100/0/1604650456200?e=1645056000&v=beta&t=mxA2-YC10n-PFijWEY40CdsWaIbpdB8lNVq3hppe4jY,
618708265_0,BF Elec,,Stage,mai 2015 – juin 2015,Aurillac,"Mission : 
Electricité générale
Chauffage
Gestion et automatismes (domotique)
Contrôle d'accès
Sécurité et protection
Ventilation VMC",,
618708265_1,CCI NetsoCial Marketing,,Stage,juin 2014 – juil. 2014,Aurillac,"Mission : 
Création de site internet (HTML, CSS...)",,
421996378_0,IBM,https://www.linkedin.com/company/ibm/,Consultante gestion projet - intelligence artificielle,mai 2018 – Aujourd’hui,Paris,,https://media-exp1.licdn.com/dms/image/C4D0BAQGjwPKNaVZ7jQ/company-logo_100_100/0/1625578658814?e=1645056000&v=beta&t=GDzYnpAXwccmDMkdXxvIN644cajvTU35yFkRYRDTZwU,3.0
421996378_1,Airbus Group,https://www.linkedin.com/company/airbusgroup/,Ingénieur gestion de projets,sept. 2013 – sept. 2016,"Région de Toulouse, France",,https://media-exp1.licdn.com/dms/image/C4D0BAQF2j_LDG_TOzg/company-logo_100_100/0/1529051939639?e=1645056000&v=beta&t=sEujO15RxgiMEcwlF2IeFBix4Zd2hd1aWaMnbhgeJgU,2.0
421996378_2,Institute of Materials Chemistry and Research,,Assistante de recherche matériaux & composites,sept. 2015 – févr. 2016,"Université de Vienne, Autriche",,,0.0
421996378_3,Airbus Group,https://www.linkedin.com/company/airbusgroup/,Assistante manageur service qualité A350 XWB - Stage,mai 2012 – juin 2012,"Région de Toulouse, France",,https://media-exp1.licdn.com/dms/image/C4D0BAQF2j_LDG_TOzg/company-logo_100_100/0/1529051939639?e=1645056000&v=beta&t=sEujO15RxgiMEcwlF2IeFBix4Zd2hd1aWaMnbhgeJgU,0.0
171808863_0,Eurovia,https://www.linkedin.com/company/eurovia/,Responsable du département I²A : Instrumentation et Intelligence Artificielle,janv. 2019 – Aujourd’hui,Mérignac,,https://media-exp1.licdn.com/dms/image/C4D0BAQFkpgEzEtyY6Q/company-logo_100_100/0/1632484528160?e=1645056000&v=beta&t=-m_b2dqfRB0zZ3ZPU-zLsHGufVSKxe2_Zc8oeYtsR8E,3.0
171808863_1,Eurovia,https://www.linkedin.com/company/eurovia/,Responsable de département : Mécanique - Instrumentation - Ferroviaire,nov. 2016 – Aujourd’hui,Mérignac,Sujets confidentiels,https://media-exp1.licdn.com/dms/image/C4D0BAQFkpgEzEtyY6Q/company-logo_100_100/0/1632484528160?e=1645056000&v=beta&t=-m_b2dqfRB0zZ3ZPU-zLsHGufVSKxe2_Zc8oeYtsR8E,2.0
171808863_2,Eurovia,https://www.linkedin.com/company/eurovia/,Ingénieur Recherche,févr. 2013 – nov. 2016,Mérignac,Travaux de recherche confidentiels,https://media-exp1.licdn.com/dms/image/C4D0BAQFkpgEzEtyY6Q/company-logo_100_100/0/1632484528160?e=1645056000&v=beta&t=-m_b2dqfRB0zZ3ZPU-zLsHGufVSKxe2_Zc8oeYtsR8E,2.0
171808863_3,SIXENSE Systems ( Anceinement Advitam : Solutions for monitoring & management of infrastructures ),,Ingénieur Recherche & Développement,mars 2012 – janv. 2013,Vélizy-Villacoublay,"- Conception et réalisation d'une sonde mobile pour auscultation de réseaux d'eau potable.

- Conception et réalisation d'un système de contrôle non destructif des câbles à haubans.",,0.0
171808863_4,EUROVIA,https://www.linkedin.com/company/eurovia/,Assistant ingénieur Recherche et Développement,févr. 2011 – août 2011,Mérignac,- Modernisation d'une machine d'essai trois axes,https://media-exp1.licdn.com/dms/image/C4D0BAQFkpgEzEtyY6Q/company-logo_100_100/0/1632484528160?e=1645056000&v=beta&t=-m_b2dqfRB0zZ3ZPU-zLsHGufVSKxe2_Zc8oeYtsR8E,
335850627_0,FieldBox.ai,https://www.linkedin.com/company/fieldbox.ai/,Data Scientist,déc. 2019 – Aujourd’hui,"Région de Bordeaux, France",,https://media-exp1.licdn.com/dms/image/C4D0BAQH3gfP5TtV5Vg/company-logo_100_100/0/1519898189894?e=1645056000&v=beta&t=xtOoFbkK-y9c77TZ-gYoMoMtdKKXDfCd6uMwDTlkDUw,3.0
335850627_1,九州大学,https://www.linkedin.com/company/%E4%B9%9D%E5%B7%9E%E5%A4%A7%E5%AD%A6/,Stagiaire Data Scientist,mai 2019 – oct. 2019,"Fukuoka, Japon","- Exploitation d'une base de données hébergée sur un serveur dédié dans un environnement LINUX
- Déploiement d'algorithmes de Machine Learning (LSTM, RNN) pour la prédiction de données séquentielles sous Python (Keras, Numpy, Pandas, Scikit learn...).",https://media-exp1.licdn.com/dms/image/C560BAQEd8TZ-SUNPzg/company-logo_100_100/0/1519909777256?e=1645056000&v=beta&t=fBaRRoZN1ay68uihxmhqsPXR7KIrjYytkg1EE3vs7Eg,4.0
335850627_2,Junior Ewebbi,https://www.linkedin.com/company/junior-ewebbi/,Secrétaire Générale,mars 2018 – févr. 2019,"Région de Lyon, France","- Gestion des Ressources Humaines : recrutement des étudiants, gestion des dossiers ;
- Gestion administrative : gestion documentaire, gestion des relations avec l'administration et l'Université ; 
- Management : gestion et suivi d'une équipe ;   
- Gestion de projets : organisation de la campagne de recrutement et de formation des étudiants, construction de plans d'actions et mise en place de stratégies commerciales ;",https://media-exp1.licdn.com/dms/image/C560BAQHmD0bITjtwDQ/company-logo_100_100/0/1519876154388?e=1645056000&v=beta&t=iEp9vprjaLQNAHfte47yobh9j0l9Y0XUS82l2lrGvE8,0.0
335850627_3,Safran,https://www.linkedin.com/company/safran/,Stagiaire Data Science,avr. 2018 – juil. 2018,"Mérignac, Aquitaine, France","- Application de la Maîtrise Statistique des Procédés et Six Sigma dans une démarche qualité ;
- Mise en place de cartes de contrôles ; 
- Statistiques descriptives / inférentielles sous R / Minitab / Ellistat ;
- Développement d'un outil statistique sous R Shiny / VBA.",https://media-exp1.licdn.com/dms/image/C4D0BAQF12gJLvR-O3Q/company-logo_100_100/0/1519935017250?e=1645056000&v=beta&t=Cyjlu3ezFWfoswF1KyyAWzr91ysTVZDzcmEgQCdvsdQ,0.0
335850627_4,Complétude,https://www.linkedin.com/company/completude/,Intervenant professeur de mathématiques,sept. 2017 – févr. 2018,"Région de Lyon, France",,https://media-exp1.licdn.com/dms/image/C4D0BAQEggEHbyu3w0A/company-logo_100_100/0/1519865496503?e=1645056000&v=beta&t=JdDXmGzAlkXP5rcmi4UshiSPHVI10gLNjtmu8WU7L9A,
611744731_0,SOPHiA GENETICS,https://www.linkedin.com/company/sophiagenetics/,Junior Biostatistician - Data Scientist en oncologie,déc. 2020 – Aujourd’hui,France,,https://media-exp1.licdn.com/dms/image/C4D0BAQE9NPXJfkSLZA/company-logo_100_100/0/1622839845436?e=1645056000&v=beta&t=hiuWF_XqEf_Jh3v7t8XAonlw87lxrM9DHxuJA8eZcq4,3.0
611744731_1,Institut Curie,https://www.linkedin.com/company/institutcurie/,Data Scientist en biologie,févr. 2020 – août 2020,,"Compréhension du lien entre gènes et dynamique cellulaire en utilisant des techniques de Machine Learning supervisées et non-supervisées.
Partitionnement des données (clustering), cartographie et développement de réseaux de neurones",https://media-exp1.licdn.com/dms/image/C560BAQHZH_cJzu5-9A/company-logo_100_100/0/1581005754669?e=1645056000&v=beta&t=w15c58q5fJFiFByPEqViJ-4yt50j20-qnAAUd8BpOp0,4.0
611744731_2,Institut Pasteur,https://www.linkedin.com/company/institut-pasteur/,Data Analyst en neurosciences,juil. 2019,,"Exploration de mesures quantitatives pour l'étude de l'activité neuronale et de la plasticité structurelle et de son impact fonctionnel sur des modèles de souris, analyse de séries temporelles",https://media-exp1.licdn.com/dms/image/C560BAQH2Hq1M1jR8IQ/company-logo_100_100/0/1583233227775?e=1645056000&v=beta&t=1-UN9O17KzyABqHL4lBhZNO5UW2v6xAAKGZDF8eFxX8,2.0
611744731_3,Hôpital Necker-Enfants Malades,https://www.linkedin.com/company/ap-hp/,Stagiaire dans les services techniques d'un hôpital,juin 2018 – juil. 2018,,Maintenance du réseau téléphonique et informatique de l'hôpital,https://media-exp1.licdn.com/dms/image/C4D0BAQFC3D8JoKcM1w/company-logo_100_100/0/1519919743424?e=1645056000&v=beta&t=8eLzoSErLC72M5srstNHFrFsfw1UAg0rQsKslUwdiYI,0.0
183942711_0,Wafa Assurance,https://www.linkedin.com/company/wafa-assurance/,Senior Data Scientist,juin 2020 – Aujourd’hui,,,https://media-exp1.licdn.com/dms/image/C4E0BAQG-3Swi5-_fsg/company-logo_100_100/0/1519912815617?e=1645056000&v=beta&t=NkWXMat_1_TxAWYkGuo5zEUfJEs2zXTL53J3ySMgd6k,3.0
